Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
AGFvehiclePickup,,,,,"Pickup - Parts",Pickup - Parts,"Pickup - Teile","Pickup - Piezas","Pickup - Pièces","Pickup - Parti","ピックアップ - パーツ","픽업 - 부품","Pickup - Części","Pickup - Peças","Пикап - Запчасти","Pickup - Parçalar","皮卡 - 零件","皮卡 - 零件"
AGFvehicleGNX,,,,,"GNX - Parts",GNX - Parts,"GNX - Teile","GNX - Piezas","GNX - Pièces","GNX - Parti","GNX - パーツ","GNX - 部品","GNX - Części","GNX - Peças","GNX - Запчасти","GNX - Parçalar","GNX - 零件","GNX - 零件"
AGFvehicleUAZ452,,,,,"UAZ 452 - Parts",UAZ 452 - Parts,"UAZ 452 - Teile","UAZ 452 - Piezas","UAZ 452 - Pièces","UAZ 452 - Parti","UAZ 452 - パーツ","UAZ 452 - 部品","UAZ 452 - Części","UAZ 452 - Peças","УАЗ 452 - Запчасти","UAZ 452 - Parçalar","UAZ 452 - 零件","UAZ 452 - 零件"
AGFvehicleTruck4x4OldBV,,,,,"Old Jeep - Parts",Old Jeep - Parts,"Alter Jeep - Teile","Viejo Jeep - Piezas","Vieux Jeep - Pièces","Vecchio Jeep - Parti","古いジープ - パーツ","오래된 지프 - 부품","Stary Jeep - Części","Jipe antigo - Peças","Старый джип - Запчасти","Eski Jeep - Parçalar","旧吉普车 - 零件","舊吉普車 - 零件"
AGFvehicleTrophyTruck,,,,,"Trophy Truck - Parts",Trophy Truck - Parts,"Trophy Truck - Teile","Camión trofeo - Piezas","Camion trophée - Pièces","Camion trofeo - Parti","トロフィートラック - パーツ","트로피 트럭 - 부품","Trophy Truck - Części","Caminhão troféu - Peças","Трофи-трак - Запчасти","Trophy Truck - Parçalar","奖杯卡车 - 零件","獎杯卡車 - 零件"
AGFvehicleWillyJeep,,,,,"Willy Jeep - Parts",Willy Jeep - Parts,"Willy Jeep - Teile","Willy Jeep - Piezas","Willy Jeep - Pièces","Willy Jeep - Parti","ウィリージープ - パーツ","윌리 지프 - 부품","Willy Jeep - Części","Jipe Willy - Peças","Виллис Джип - Запчасти","Willy Jeep - Parçalar","威利斯吉普车 - 零件","威利斯吉普車 - 零件"
AGFvehicleLMTV,,,,,"LMTV - Parts",LMTV - Parts,"LMTV - Teile","LMTV - Piezas","LMTV - Pièces","LMTV - Parti","LMTV - パーツ","LMTV - 部品","LMTV - Części","LMTV - Peças","УХ-60 - Запчасти","UH-60 - Parçalar","UH-60 - 零件","UH-60 - 零件"
AGFvehicleUH60,,,,,"UH-60 - Parts",UH-60 - Parts,"UH-60 - Teile","UH-60 - Piezas","UH-60 - Pièces","UH-60 - Parti","UH-60 - パーツ","UH-60 - 部品","UH-60 - Części","UH-60 - Peças","УХ-60 - Запчасти","UH-60 - Parçalar","UH-60 - 零件","UH-60 - 零件"
AGFvehicleDuster,,,,,"Duster - Parts",Duster - Parts,"Duster - Teile","Duster - Piezas","Duster - Pièces","Duster - Parti","ダスター - パーツ","더스터 - 부품","Duster - Części","Duster - Peças","Дастер - Запчасти","Duster - Parçalar","除尘器 - 零件","除塵器 - 零件"
AGFvehicleMD500,,,,,"MD-500 - Parts",MD-500 - Parts,"MD-500 - Teile","MD-500 - Piezas","MD-500 - Pièces","MD-500 - Parti","MD-500 - パーツ","MD-500 - 部品","MD-500 - Części","MD-500 - Peças","МД-500 - Запчасти","MD-500 - Parçalar","MD-500 - 零件","MD-500 - 零件"
AGFvehicleBRDM2new,,,,,"BRDM-2 - Parts",BRDM-2 - Parts,"BRDM-2 - Teile","BRDM-2 - Piezas","BRDM-2 - Pièces","BRDM-2 - Parti","BRDM-2 - パーツ","BRDM-2 - 部品","BRDM-2 - Części","BRDM-2 - Peças","БРДМ-2 - Запчасти","BRDM-2 - Parçalar","BRDM-2 - 零件","BRDM-2 - 零件"
AGFvehicleMRAP,,,,,"MRAP - Parts",MRAP - Parts,"MRAP - Teile","MRAP - Piezas","MRAP - Pièces","MRAP - Parti","MRAP - パーツ","MRAP - 部品","MRAP - Części","MRAP - Peças","МРАП - Запчасти","MRAP - Parçalar","MRAP - 零件","MRAP - 零件"
AGFvehicleMarauder,,,,,"Marauder - Parts",Marauder - Parts,"Marauder - Teile","Merodeador - Piezas","Maraudeur - Pièces","Predone - Parti","マローダー - パーツ","마라우더 - 부품","Maruder - Części","Pillhador - Peças","Мародер - Запчасти","Yağmacı - Parçalar","掠夺者 - 零件","掠奪者 - 零件"
AGFvehicleGyrocopterOldBV,,,,,"Old Gyrocopter - Parts",Old Gyrocopter - Parts,"Alter Tragschrauber - Teile","Viejo autogiro - Piezas","Vieil autogire - Pièces","Vecchio autogiro - Parti","古いオートジャイロ - パーツ","오래된 오토자이로 - 부품","Stary Wiatrakowiec - Części","Autogiro antigo - Peças","Старый автожир - Запчасти","Eski Otokopter - Parçalar","旧旋翼机 - 零件","舊旋翼機 - 零件"
meleeGolfClub,,,,,"Golf Club",Golf Club,"Golfschläger","Palo de golf","Club de golf","Mazza da golf","ゴルフクラブ","골프채","Kij Golfowy","Taco de golfe","Клюшка для гольфа","Golf Sopası","高尔夫球杆","高爾夫球桿"
meleeGolfClubDesc,,,,,"No golf balls? There's always plenty of zombies to practice that swing on!",No golf balls? There's always plenty of zombies to practice that swing on!,"Keine Golfbälle? Es gibt immer genug Zombies, an denen man üben kann!","¿No hay pelotas de golf? ¡Siempre hay muchos zombis para practicar ese swing!","Pas de balles de golf? Il y a toujours plein de zombies pour s'entraîner à ce swing!","Niente palline da golf? C'è sempre un sacco di zombi su cui allenarsi!","ゴルフボールがない？いつでもゾンビが練習相手になるぞ!","골프 공이 없나요? 스윙 연습할 좀비는 항상 많습니다!","Nie ma piłeczek golfowych? Zawsze jest mnóstwo zombie, na których można poćwiczyć zamach!","Sem bolas de golfe? Há sempre muitos zumbis para praticar esse swing!","Нет мячей для гольфа? Всегда есть много зомби, чтобы попрактиковаться в этом ударе!","Golf topları yok mu? O vuruşu yapmak için her zaman bolca zombi vardır!","没有高尔夫球？总是有足够的僵尸来练习挥杆！","沒有高爾夫球？總是有足夠的殭屍來練習揮桿！"
modVehicleHumveeDoors,,,,,"Humvee Doors",Humvee Doors,"Humvee Türen","Puertas de Humvee","Portes de Humvee","Porte dell'Humvee","ハンヴィーのドア","험비 도어","Drzwi Humvee","Portas do Humvee","Двери Хамви","Humvee Kapıları","悍马车门","悍馬車門"
modVehicleHumveeDoorsDesc,,,,,"Equip this mod to your Humvee if you want it to have doors.",Equip this mod to your Humvee if you want it to have doors.,"Rüste diesen Mod an deinem Humvee aus, wenn er Türen haben soll.","Equipa este mod a tu Humvee si quieres que tenga puertas.","Équipez ce mod à votre Humvee si vous voulez qu'il ait des portes.","Equipaggia questa mod sul tuo Humvee se vuoi che abbia le porte.","ドアが必要なら、このMODをハンヴィーに装備しよう。","험비에 문이 필요하다면 이 모드를 장착하십시오.","Wyposaż ten mod w swoim Humvee, jeśli chcesz, żeby miał drzwi.","Equipe este mod no seu Humvee se quiser que ele tenha portas.","Установите этот мод на свой Хамви, если хотите, чтобы у него были двери.","Humvee'nizin kapıları olmasını istiyorsanız bu modu takın.","如果你想让你的悍马有门，请装备这个模组。","如果你想讓你的悍馬有門，請裝備這個模組。"
vehicleBicycleOldBV,,,,,"Old Bicycle",Old Bicycle,"Altes Fahrrad","Bicicleta vieja","Vieux vélo","Vecchia bicicletta","古い自転車","오래된 자전거","Stary Rower","Bicicleta antiga","Старый велосипед","Eski Bisiklet","旧自行车","舊自行車"
vehicleBicycleOldBVChassis,,,,,"Old Bicycle Chassis",Old Bicycle Chassis,"Altes Fahrradgestell","Chasis de bicicleta vieja","Châssis de vieux vélo","Telaio di vecchia bicicletta","古い自転車のフレーム","오래된 자전거 섀시","Stara Rama Rowerowa","Chassi de bicicleta antiga","Старое шасси велосипеда","Eski Bisiklet Şasisi","旧自行车车架","舊自行車車架"
vehicleBicycleOldBVHandlebars,,,,,"Old Bicycle Handlebars",Old Bicycle Handlebars,"Alte Fahrradlenker","Manillar de bicicleta vieja","Guidon de vieux vélo","Manubrio di vecchia bicicletta","古い自転車のハンドル","오래된 자전거 핸들바","Stara Kierownica Rowerowa","Guidão de bicicleta antiga","Старый руль велосипеда","Eski Bisiklet Gidonu","旧自行车把手","舊自行車把手"
vehicleBicycleOldBVPlaceable,,,,,"Old Bicycle",Old Bicycle,"Altes Fahrrad","Bicicleta vieja","Vieux vélo","Vecchia bicicletta","古い自転車","오래된 자전거","Stary Rower","Bicicleta antiga","Старый велосипед","Eski Bisiklet","旧自行车","舊自行車"
vehicleBicycleOldBVPlaceableDesc,,,,,"Old Bicycle.",Old Bicycle.,"Altes Fahrrad.","Bicicleta vieja.","Vieux vélo.","Vecchia bicicletta.","古い自転車。","오래된 자전거.","Stary Rower.","Bicicleta antiga.","Старый велосипед.","Eski Bisiklet.","旧自行车。","舊自行車。"
vehicleBoxTruckbody,,,,,"Box Truck Body",Box Truck Body,"Kastenwagenkarosserie","Carrocería de camión de caja","Carrosserie de camion caisse","Carrozzeria di furgone","ボックス型トラックのボディ","박스 트럭 차체","Nadwozie Ciężarówki Skrzyniowej","Carroceria de caminhão baú","Кузов грузовика с фургоном","Kutu Kamyonet Gövdesi","厢式货车车身","廂式貨車車身"
vehicleBoxTruckbodyDesc,,,,,"Parts needed to craft the Box Truck.",Parts needed to craft the Box Truck.,"Teile, die benötigt werden, um den Kastenwagen herzustellen.","Partes necesarias para fabricar el camión de caja.","Pièces nécessaires pour fabriquer le camion caisse.","Parti necessarie per creare il furgone.","ボックス型トラックの作成に必要なパーツ。","박스 트럭 제작에 필요한 부품.","Części potrzebne do wytworzenia ciężarówki skrzyniowej.","Peças necessárias para fabricar o caminhão baú.","Детали, необходимые для создания грузовика с фургоном.","Kutu Kamyoneti yapmak için gerekli parçalar.","制造厢式货车所需的零件。","製造廂式貨車所需的零件。"
vehicleBoxTruckbodySchematic,,,,,"Box Truck Body Schematic",Box Truck Body Schematic,"Kastenwagenkarosserie-Schema","Esquema de carrocería de camión de caja","Schéma de carrosserie de camion caisse","Schema di carrozzeria di furgone","ボックス型トラックのボディ設計図","박스 트럭 차체 설계도","Schemat Nadwozia Ciężarówki Skrzyniowej","Esquema de carroceria de caminhão baú","Схема кузова грузовика с фургоном","Kutu Kamyonet Gövde Şeması","厢式货车车身原理图","廂式貨車車身原理圖"
vehicleBoxTruckchassis,,,,,"Box Truck Chassis",Box Truck Chassis,"Kastenwagenfahrgestell","Chasis de camión de caja","Châssis de camion caisse","Telaio di furgone","ボックス型トラックのシャーシ","박스 트럭 섀시","Podwozie Ciężarówki Skrzyniowej","Chassi de caminhão baú","Шасси грузовика с фургоном","Kutu Kamyonet Şasisi","厢式货车底盘","廂式貨車底盤"
vehicleBoxTruckchassisDesc,,,,,"Parts needed to craft the Box Truck.",Parts needed to craft the Box Truck.,"Teile, die benötigt werden, um den Kastenwagen herzustellen.","Partes necesarias para fabricar el camión de caja.","Pièces nécessaires pour fabriquer le camion caisse.","Parti necessarie per creare il furgone.","ボックス型トラックの作成に必要なパーツ。","박스 트럭 제작에 필요한 부품.","Części potrzebne do wytworzenia ciężarówki skrzyniowej.","Peças necessárias para fabricar o caminhão baú.","Детали, необходимые для создания грузовика с фургоном.","Kutu Kamyoneti yapmak için gerekli parçalar.","制造厢式货车所需的零件。","製造廂式貨車所需的零件。"
vehicleBoxTruckchassisSchematic,,,,,"Box Truck Chassis Schematic",Box Truck Chassis Schematic,"Kastenwagenfahrgestell-Schema","Esquema de chasis de camión de caja","Schéma de châssis de camion caisse","Schema di telaio di furgone","ボックス型トラックのシャーシ設計図","박스 트럭 섀시 설계도","Schemat Podwozia Ciężarówki Skrzyniowej","Esquema de chassi de caminhão baú","Схема шасси грузовика с фургоном","Kutu Kamyonet Şasi Şeması","厢式货车底盘原理图","廂式貨車底盤原理圖"
vehicleBoxTruckHostess,,,,,"Hostess Box Truck",Hostess Box Truck,"Hostess Kastenwagen","Camión de caja Hostess","Camion caisse Hostess","Furgone Hostess","ホステス ボックス型トラック","호스티스 박스 트럭","Hostess Ciężarówka Skrzyniowa","Caminhão baú Hostess","Грузовик с фургоном Hostess","Hostess Kutu Kamyonet","Hostess厢式货车","Hostess廂式貨車"
vehicleBoxTruckHostessplaceable,,,,,"Hostess Box Truck",Hostess Box Truck,"Hostess Kastenwagen","Camión de caja Hostess","Camion caisse Hostess","Furgone Hostess","ホステス ボックス型トラック","호스티스 박스 트럭","Hostess Ciężarówka Skrzyniowa","Caminhão baú Hostess","Грузовик с фургоном Hostess","Hostess Kutu Kamyonet","Hostess厢式货车","Hostess廂式貨車"
vehicleBoxTruckHostessplaceableDesc,,,,,"Tallahassee's favorite!",Tallahassee's favorite!,"Tallahassee's Favorit!","¡El favorito de Tallahassee!","Le favori de Tallahassee!","Il preferito di Tallahassee!","タラハシーのお気に入り！","탈라하시가 가장 좋아함!","Ulubieniec Tallahassee!","O favorito de Tallahassee!","Любимый грузовик Таллахасси!","Tallahassee'nin favorisi!","塔拉哈西的最爱！","塔拉哈西的最愛！"
vehicleBoxTruckPlain,,,,,"Box Truck",Box Truck,"Kastenwagen","Camión de caja","Camion caisse","Furgone","ボックス型トラック","박스 트럭","Ciężarówka skrzyniowa","Caminhão baú","Грузовик с фургоном","Kutu Kamyonet","厢式货车","廂式貨車"
vehicleBoxTruckPlainplaceable,,,,,"Box Truck",Box Truck,"Kastenwagen","Camión de caja","Camion caisse","Furgone","ボックス型トラック","박스 트럭","Ciężarówka skrzyniowa","Caminhão baú","Грузовик с фургоном","Kutu Kamyonet","厢式货车","廂式貨車"
vehicleBoxTruckPlainplaceableDesc,,,,,"An old Box Truck.",An old Box Truck.,"Ein alter Kastenwagen.","Un camión de caja viejo.","Un vieux camion caisse.","Un vecchio furgone.","古いボックス型トラック。","오래된 박스 트럭.","Stara Ciężarówka Skrzyniowa.","Um caminhão baú antigo.","Старый грузовик с фургоном.","Eski bir Kutu Kamyonet.","一辆旧厢式货车。","一輛舊廂式貨車。"
vehicleBRDM2,,,,,"BRDM-2 Forest",BRDM-2 Forest,"BRDM-2 Wald","BRDM-2 Bosque","BRDM-2 Forêt","BRDM-2 Foresta","BRDM-2 森林","BRDM-2 숲","BRDM-2 Leśny","BRDM-2 Floresta","БРДМ-2 Лесной","BRDM-2 Orman","BRDM-2 森林","BRDM-2 森林"
vehicleBRDM2accessories,,,,,"BRDM-2 Accessories",BRDM-2 Accessories,"BRDM-2 Zubehör","Accesorios para BRDM-2","Accessoires BRDM-2","Accessori per BRDM-2","BRDM-2 アクセサリー","BRDM-2 액세서리","Akcesoria do BRDM-2","Acessórios para BRDM-2","Аксессуары для БРДМ-2","BRDM-2 Aksesuarları","BRDM-2 配件","BRDM-2 配件"
vehicleBRDM2accessoriesDesc,,,,,"Parts needed to craft the BRDM-2.",Parts needed to craft the BRDM-2.,"Teile, die benötigt werden, um den BRDM-2 herzustellen.","Partes necesarias para fabricar el BRDM-2.","Pièces nécessaires pour fabriquer le BRDM-2.","Parti necessarie per creare il BRDM-2.","BRDM-2の作成に必要なパーツ。","BRDM-2 제작에 필요한 부품.","Części potrzebne do wytworzenia BRDM-2.","Peças necessárias para fabricar o BRDM-2.","Детали, необходимые для создания БРДМ-2.","BRDM-2 yapmak için gerekli parçalar.","制造BRDM-2所需的零件。","製造BRDM-2所需的零件。"
vehicleBRDM2accessoriesSchematic,,,,,"BRDM-2 Accessories Schematic",BRDM-2 Accessories Schematic,"BRDM-2 Zubehör-Schema","Esquema de accesorios para BRDM-2","Schéma d'accessoires BRDM-2","Schema di accessori per BRDM-2","BRDM-2 アクセサリー設計図","BRDM-2 액세서리 설계도","Schemat Akcesoriów do BRDM-2","Esquema de acessórios para BRDM-2","Схема аксессуаров для БРДМ-2","BRDM-2 Aksesuar Şeması","BRDM-2 配件原理图","BRDM-2 配件原理圖"
vehicleBRDM2chassis,,,,,"BRDM-2 Chassis",BRDM-2 Chassis,"BRDM-2 Fahrgestell","Chasis de BRDM-2","Châssis de BRDM-2","Telaio di BRDM-2","BRDM-2のシャーシ","BRDM-2 섀시","Podwozie BRDM-2","Chassi do BRDM-2","Шасси БРДМ-2","BRDM-2 Şasisi","BRDM-2 底盘","BRDM-2 底盤"
vehicleBRDM2chassisDesc,,,,,"Parts needed to craft the BRDM-2.",Parts needed to craft the BRDM-2.,"Teile, die benötigt werden, um den BRDM-2 herzustellen.","Partes necesarias para fabricar el BRDM-2.","Pièces nécessaires pour fabriquer le BRDM-2.","Parti necessarie per creare il BRDM-2.","BRDM-2の作成に必要なパーツ。","BRDM-2 제작에 필요한 부품.","Części potrzebne do wytworzenia BRDM-2.","Peças necessárias para fabricar o BRDM-2.","Детали, необходимые для создания БРДМ-2.","BRDM-2 yapmak için gerekli parçalar.","制造BRDM-2所需的零件。","製造BRDM-2所需的零件。"
vehicleBRDM2chassisSchematic,,,,,"BRDM-2 Chassis Schematic",BRDM-2 Chassis Schematic,"BRDM-2 Fahrgestell-Schema","Esquema de chasis de BRDM-2","Schéma de châssis de BRDM-2","Schema di telaio di BRDM-2","BRDM-2のシャーシ設計図","BRDM-2 섀시 설계도","Schemat Podwozia BRDM-2","Esquema de chassi do BRDM-2","Схема шасси БРДМ-2","BRDM-2 Şasi Şeması","BRDM-2 底盘原理图","BRDM-2 底盤原理圖"
vehicleBRDM2desert,,,,,"BRDM-2 Desert",BRDM-2 Desert,"BRDM-2 Wüste","BRDM-2 Desierto","BRDM-2 Désert","BRDM-2 Deserto","BRDM-2 砂漠","BRDM-2 사막","BRDM-2 Pustynny","BRDM-2 Deserto","БРДМ-2 Пустынный","BRDM-2 Çöl","BRDM-2 沙漠","BRDM-2 沙漠"
vehicleBRDM2desertplaceable,,,,,"BRDM-2 Desert",BRDM-2 Desert,"BRDM-2 Wüste","BRDM-2 Desierto","BRDM-2 Désert","BRDM-2 Deserto","BRDM-2 砂漠","BRDM-2 사막","BRDM-2 Pustynny","BRDM-2 Deserto","БРДМ-2 Пустынный","BRDM-2 Çöl","BRDM-2 沙漠","BRDM-2 沙漠"
vehicleBRDM2desertplaceableDesc,,,,,"A surprisingly intact military vehicle.",A surprisingly intact military vehicle.,"Ein überraschend intaktes Militärfahrzeug.","Un vehículo militar sorprendentemente intacto.","Un véhicule militaire étonnamment intact.","Un veicolo militare sorprendentemente intatto.","驚くほど無傷の軍用車両。","놀라울 정도로 온전한 군용 차량.","Zaskakująco nienaruszony pojazd wojskowy.","Um veículo militar surpreendentemente intacto.","Удивительно неповрежденный военный автомобиль.","Şaşırtıcı derecede sağlam bir askeri araç.","一辆完好无损的军用车辆。","一輛完好無損的軍用車輛。"
vehicleBRDM2new,,,,,"BRDM-2",BRDM-2,"BRDM-2","BRDM-2","BRDM-2","BRDM-2","BRDM-2","BRDM-2","BRDM-2","BRDM-2","БРДМ-2","BRDM-2","BRDM-2","BRDM-2"
vehicleBRDM2newplaceable,,,,,"BRDM-2",BRDM-2,"BRDM-2","BRDM-2","BRDM-2","BRDM-2","BRDM-2","BRDM-2","BRDM-2","BRDM-2","БРДМ-2","BRDM-2","BRDM-2","BRDM-2"
vehicleBRDM2newplaceableDesc,,,,,"A surprisingly intact military vehicle.",A surprisingly intact military vehicle.,"Ein überraschend intaktes Militärfahrzeug.","Un vehículo militar sorprendentemente intacto.","Un véhicule militaire étonnamment intact.","Un veicolo militare sorprendentemente intatto.","驚くほど無傷の軍用車両。","놀라울 정도로 온전한 군용 차량.","Zaskakująco nienaruszony pojazd wojskowy.","Um veículo militar surpreendentemente intacto.","Удивительно неповрежденный военный автомобиль.","Şaşırıcı derecede sağlam bir askeri araç.","一辆完好无损的军用车辆。","一輛完好無損的軍用車輛。"
vehicleBRDM2placeable,,,,,"BRDM-2",BRDM-2,"BRDM-2","BRDM-2","BRDM-2","BRDM-2","BRDM-2","BRDM-2","BRDM-2","BRDM-2","БРДМ-2","BRDM-2","BRDM-2","BRDM-2"
vehicleBRDM2placeableDesc,,,,,"A surprisingly intact military vehicle..",A surprisingly intact military vehicle..,"Ein überraschend intaktes Militärfahrzeug..","Un vehículo militar sorprendentemente intacto..","Un véhicule militaire étonnamment intact..","Un veicolo militare sorprendentemente intatto..","驚くほど無傷の軍用車両。。","놀라울 정도로 온전한 군용 차량..","Zaskakująco nienaruszony pojazd wojskowy..","Um veículo militar surpreendentemente intacto..","Удивительно неповрежденный военный автомобиль..","Şaşırıcı derecede sağlam bir askeri araç..","一辆完好无损的军用车辆。.","一輛完好無損的軍用車輛。."
vehicleBuggy,,,,,"Buggy",Buggy,"Buggy","Buggy","Buggy","Buggy","バギー","버기","Buggy","Buggy","Багги","Buggy","越野车","越野車"
vehicleBuggyaccessories,,,,,"Buggy Accessories",Buggy Accessories,"Buggy Zubehör","Accesorios para Buggy","Accessoires Buggy","Accessori per Buggy","バギーアクセサリー","버기 액세서리","Akcesoria do Buggy","Acessórios para Buggy","Аксессуары для багги","Buggy Aksesuarları","越野车配件","越野車配件"
